language,regime,upos_raw,deprel_raw,upos,deprel_base,n,status
la,PROSE_CLASS,NOUN,xcomp,NOUN,xcomp,26,PROVISIONAL
la,PROSE_CLASS,NUM,conj,NUM,conj,3,PROVISIONAL
la,PROSE_CLASS,NUM,nsubj,NUM,nsubj,4,PROVISIONAL
la,PROSE_CLASS,NUM,nummod,NUM,nummod,31,PROVISIONAL
la,PROSE_CLASS,NUM,nummod:gov,NUM,nummod,1,PROVISIONAL
la,PROSE_CLASS,NUM,obj,NUM,obj,2,PROVISIONAL
la,PROSE_CLASS,NUM,obl,NUM,obl,3,PROVISIONAL
la,PROSE_CLASS,PART,advmod:emph,PART,advmod,1,PROVISIONAL
la,PROSE_CLASS,PART,advmod:neg,PART,advmod,70,PROVISIONAL
la,PROSE_CLASS,PART,discourse,PART,discourse,57,PROVISIONAL
la,PROSE_CLASS,PRON,amod,PRON,amod,1,PROVISIONAL
la,PROSE_CLASS,PRON,appos,PRON,appos,2,PROVISIONAL
la,PROSE_CLASS,PRON,conj,PRON,conj,3,PROVISIONAL
la,PROSE_CLASS,PRON,det,PRON,det,3,PROVISIONAL
la,PROSE_CLASS,PRON,nmod,PRON,nmod,42,PROVISIONAL
la,PROSE_CLASS,PRON,nsubj,PRON,nsubj,154,PROVISIONAL
la,PROSE_CLASS,PRON,nsubj:outer,PRON,nsubj,1,PROVISIONAL
la,PROSE_CLASS,PRON,nsubj:pass,PRON,nsubj,19,PROVISIONAL
la,PROSE_CLASS,PRON,obj,PRON,obj,127,PROVISIONAL
la,PROSE_CLASS,PRON,obl,PRON,obl,54,PROVISIONAL
la,PROSE_CLASS,PRON,obl:arg,PRON,obl,38,PROVISIONAL
la,PROSE_CLASS,PRON,root,PRON,root,2,PROVISIONAL
la,PROSE_CLASS,PROPN,conj,NOUN,conj,29,PROVISIONAL
la,PROSE_CLASS,PROPN,flat,NOUN,flat,2,PROVISIONAL
la,PROSE_CLASS,PROPN,flat:name,NOUN,flat,45,PROVISIONAL
la,PROSE_CLASS,PROPN,nmod,NOUN,nmod,27,PROVISIONAL
la,PROSE_CLASS,PROPN,nsubj,NOUN,nsubj,63,PROVISIONAL
la,PROSE_CLASS,PROPN,nsubj:pass,NOUN,nsubj,13,PROVISIONAL
la,PROSE_CLASS,PROPN,obj,NOUN,obj,23,PROVISIONAL
la,PROSE_CLASS,PROPN,obl,NOUN,obl,45,PROVISIONAL
la,PROSE_CLASS,PROPN,obl:arg,NOUN,obl,3,PROVISIONAL
la,PROSE_CLASS,PROPN,vocative,NOUN,vocative,8,PROVISIONAL
la,PROSE_CLASS,PUNCT,punct,PUNCT,punct,1226,PROVISIONAL
la,PROSE_CLASS,SCONJ,cc,SCONJ,cc,5,PROVISIONAL
la,PROSE_CLASS,SCONJ,mark,SCONJ,mark,209,PROVISIONAL
la,PROSE_CLASS,VERB,acl,VERB,acl,23,PROVISIONAL
la,PROSE_CLASS,VERB,acl:relcl,VERB,acl,95,PROVISIONAL
la,PROSE_CLASS,VERB,advcl,VERB,advcl,214,PROVISIONAL
la,PROSE_CLASS,VERB,advcl:abs,VERB,advcl,45,PROVISIONAL
la,PROSE_CLASS,VERB,advcl:cmp,VERB,advcl,10,PROVISIONAL
la,PROSE_CLASS,VERB,amod,VERB,amod,40,PROVISIONAL
la,PROSE_CLASS,VERB,ccomp,VERB,ccomp,94,PROVISIONAL
la,PROSE_CLASS,VERB,conj,VERB,conj,213,PROVISIONAL
la,PROSE_CLASS,VERB,csubj,VERB,csubj,28,PROVISIONAL
la,PROSE_CLASS,VERB,nmod,VERB,nmod,40,PROVISIONAL
la,PROSE_CLASS,VERB,nsubj,VERB,nsubj,4,PROVISIONAL
la,PROSE_CLASS,VERB,nsubj:pass,VERB,nsubj,1,PROVISIONAL
la,PROSE_CLASS,VERB,obj,VERB,obj,2,PROVISIONAL
la,PROSE_CLASS,VERB,obl,VERB,obl,6,PROVISIONAL
la,PROSE_CLASS,VERB,parataxis,VERB,parataxis,1,PROVISIONAL
la,PROSE_CLASS,VERB,root,VERB,root,495,PROVISIONAL
la,PROSE_CLASS,VERB,xcomp,VERB,xcomp,79,PROVISIONAL
la,PROSE_POST,ADJ,acl:relcl,ADJ,acl,1,PROVISIONAL
la,PROSE_POST,ADJ,advcl,ADJ,advcl,5,PROVISIONAL
la,PROSE_POST,ADJ,advcl:cmp,ADJ,advcl,2,PROVISIONAL
la,PROSE_POST,ADJ,advmod,ADJ,advmod,5,PROVISIONAL
la,PROSE_POST,ADJ,amod,ADJ,amod,390,PROVISIONAL
la,PROSE_POST,ADJ,appos,ADJ,appos,1,PROVISIONAL
la,PROSE_POST,ADJ,ccomp,ADJ,ccomp,1,PROVISIONAL
la,PROSE_POST,ADJ,conj,ADJ,conj,42,PROVISIONAL
la,PROSE_POST,ADJ,conj:expl,ADJ,conj,1,PROVISIONAL
la,PROSE_POST,ADJ,nmod,ADJ,nmod,9,PROVISIONAL
la,PROSE_POST,ADJ,nsubj,ADJ,nsubj,13,PROVISIONAL
la,PROSE_POST,ADJ,nsubj:pass,ADJ,nsubj,6,PROVISIONAL
la,PROSE_POST,ADJ,obj,ADJ,obj,35,PROVISIONAL
la,PROSE_POST,ADJ,obl,ADJ,obl,29,PROVISIONAL
la,PROSE_POST,ADJ,obl:arg,ADJ,obl,1,PROVISIONAL
la,PROSE_POST,ADJ,root,ADJ,root,23,PROVISIONAL
la,PROSE_POST,ADJ,xcomp,ADJ,xcomp,33,PROVISIONAL
la,PROSE_POST,ADP,case,ADP,case,443,PROVISIONAL
la,PROSE_POST,ADP,mark,ADP,mark,6,PROVISIONAL
la,PROSE_POST,ADV,advcl,ADV,advcl,5,PROVISIONAL
la,PROSE_POST,ADV,advmod,ADV,advmod,457,PROVISIONAL
la,PROSE_POST,ADV,advmod:emph,ADV,advmod,41,PROVISIONAL
la,PROSE_POST,ADV,advmod:lmod,ADV,advmod,14,PROVISIONAL
la,PROSE_POST,ADV,advmod:tmod,ADV,advmod,75,PROVISIONAL
la,PROSE_POST,ADV,appos,ADV,appos,1,PROVISIONAL
la,PROSE_POST,ADV,case,ADV,case,5,PROVISIONAL
la,PROSE_POST,ADV,cc,ADV,cc,1,PROVISIONAL
la,PROSE_POST,ADV,conj,ADV,conj,13,PROVISIONAL
la,PROSE_POST,ADV,discourse,ADV,discourse,18,PROVISIONAL
la,PROSE_POST,ADV,mark,ADV,mark,9,PROVISIONAL
la,PROSE_POST,ADV,nmod,ADV,nmod,5,PROVISIONAL
la,PROSE_POST,ADV,obj,ADV,obj,10,PROVISIONAL
la,PROSE_POST,ADV,obl,ADV,obl,4,PROVISIONAL
la,PROSE_POST,ADV,root,ADV,root,3,PROVISIONAL
la,PROSE_POST,ADV,xcomp,ADV,xcomp,1,PROVISIONAL
la,PROSE_POST,AUX,aux,AUX,aux,1,PROVISIONAL
la,PROSE_POST,AUX,cop,AUX,cop,108,PROVISIONAL
la,PROSE_POST,CCONJ,advmod,CCONJ,advmod,1,PROVISIONAL
la,PROSE_POST,CCONJ,advmod:emph,CCONJ,advmod,32,PROVISIONAL
la,PROSE_POST,CCONJ,cc,CCONJ,cc,414,PROVISIONAL
la,PROSE_POST,CCONJ,conj,CCONJ,conj,1,PROVISIONAL
la,PROSE_POST,CCONJ,root,CCONJ,root,1,PROVISIONAL
la,PROSE_POST,DET,acl:relcl,DET,acl,1,PROVISIONAL
la,PROSE_POST,DET,amod,DET,amod,4,PROVISIONAL
la,PROSE_POST,DET,conj,DET,conj,8,PROVISIONAL
la,PROSE_POST,DET,det,DET,det,248,PROVISIONAL
la,PROSE_POST,DET,iobj,DET,iobj,1,PROVISIONAL
la,PROSE_POST,DET,nmod,DET,nmod,22,PROVISIONAL
la,PROSE_POST,DET,nsubj,DET,nsubj,60,PROVISIONAL
la,PROSE_POST,DET,nsubj:pass,DET,nsubj,10,PROVISIONAL
la,PROSE_POST,DET,obj,DET,obj,62,PROVISIONAL
la,PROSE_POST,DET,obl,DET,obl,32,PROVISIONAL
la,PROSE_POST,DET,obl:arg,DET,obl,5,PROVISIONAL
la,PROSE_POST,DET,root,DET,root,4,PROVISIONAL
la,PROSE_POST,DET,xcomp,DET,xcomp,2,PROVISIONAL
la,PROSE_POST,INTJ,discourse,INTJ,discourse,10,PROVISIONAL
la,PROSE_POST,INTJ,obj,INTJ,obj,1,PROVISIONAL
la,PROSE_POST,NOUN,acl,NOUN,acl,1,PROVISIONAL
la,PROSE_POST,NOUN,acl:relcl,NOUN,acl,4,PROVISIONAL
la,PROSE_POST,NOUN,advcl,NOUN,advcl,4,PROVISIONAL
la,PROSE_POST,NOUN,advcl:abs,NOUN,advcl,1,PROVISIONAL
la,PROSE_POST,NOUN,advcl:cmp,NOUN,advcl,12,PROVISIONAL
la,PROSE_POST,NOUN,amod,NOUN,amod,1,PROVISIONAL
la,PROSE_POST,NOUN,appos,NOUN,appos,20,PROVISIONAL
la,PROSE_POST,NOUN,ccomp,NOUN,ccomp,2,PROVISIONAL
la,PROSE_POST,NOUN,conj,NOUN,conj,145,PROVISIONAL
la,PROSE_POST,NOUN,conj:expl,NOUN,conj,3,PROVISIONAL
la,PROSE_POST,NOUN,nmod,NOUN,nmod,198,PROVISIONAL
la,PROSE_POST,NOUN,nsubj,NOUN,nsubj,211,PROVISIONAL
la,PROSE_POST,NOUN,nsubj:pass,NOUN,nsubj,99,PROVISIONAL
la,PROSE_POST,NOUN,obj,NOUN,obj,511,PROVISIONAL
la,PROSE_POST,NOUN,obl,NOUN,obl,472,PROVISIONAL
la,PROSE_POST,NOUN,obl:arg,NOUN,obl,34,PROVISIONAL
la,PROSE_POST,NOUN,orphan,NOUN,orphan,2,PROVISIONAL
la,PROSE_POST,NOUN,parataxis,NOUN,parataxis,1,PROVISIONAL
la,PROSE_POST,NOUN,root,NOUN,root,37,PROVISIONAL
la,PROSE_POST,NOUN,vocative,NOUN,vocative,7,PROVISIONAL
la,PROSE_POST,NOUN,xcomp,NOUN,xcomp,20,PROVISIONAL
la,PROSE_POST,NUM,conj,NUM,conj,2,PROVISIONAL
la,PROSE_POST,NUM,nsubj,NUM,nsubj,2,PROVISIONAL
la,PROSE_POST,NUM,nsubj:pass,NUM,nsubj,2,PROVISIONAL
la,PROSE_POST,NUM,nummod,NUM,nummod,45,PROVISIONAL
la,PROSE_POST,NUM,obj,NUM,obj,3,PROVISIONAL
la,PROSE_POST,NUM,obl,NUM,obl,1,PROVISIONAL
la,PROSE_POST,PART,advmod:emph,PART,advmod,6,PROVISIONAL
la,PROSE_POST,PART,advmod:neg,PART,advmod,82,PROVISIONAL
la,PROSE_POST,PART,discourse,PART,discourse,81,PROVISIONAL
la,PROSE_POST,PRON,advcl,PRON,advcl,2,PROVISIONAL
la,PROSE_POST,PRON,conj,PRON,conj,5,PROVISIONAL
la,PROSE_POST,PRON,det,PRON,det,1,PROVISIONAL
la,PROSE_POST,PRON,iobj,PRON,iobj,1,PROVISIONAL
la,PROSE_POST,PRON,nmod,PRON,nmod,36,PROVISIONAL
la,PROSE_POST,PRON,nsubj,PRON,nsubj,143,PROVISIONAL
la,PROSE_POST,PRON,nsubj:pass,PRON,nsubj,11,PROVISIONAL
la,PROSE_POST,PRON,obj,PRON,obj,114,PROVISIONAL
la,PROSE_POST,PRON,obl,PRON,obl,70,PROVISIONAL
la,PROSE_POST,PRON,obl:arg,PRON,obl,42,PROVISIONAL
la,PROSE_POST,PRON,root,PRON,root,3,PROVISIONAL
la,PROSE_POST,PROPN,advcl:cmp,NOUN,advcl,1,PROVISIONAL
la,PROSE_POST,PROPN,appos,NOUN,appos,1,PROVISIONAL
la,PROSE_POST,PROPN,conj,NOUN,conj,12,PROVISIONAL
la,PROSE_POST,PROPN,flat,NOUN,flat,6,PROVISIONAL
la,PROSE_POST,PROPN,flat:name,NOUN,flat,25,PROVISIONAL
la,PROSE_POST,PROPN,flat:redup,NOUN,flat,1,PROVISIONAL
la,PROSE_POST,PROPN,nmod,NOUN,nmod,49,PROVISIONAL
la,PROSE_POST,PROPN,nsubj,NOUN,nsubj,87,PROVISIONAL
la,PROSE_POST,PROPN,nsubj:pass,NOUN,nsubj,17,PROVISIONAL
la,PROSE_POST,PROPN,obj,NOUN,obj,22,PROVISIONAL
la,PROSE_POST,PROPN,obl,NOUN,obl,41,PROVISIONAL
la,PROSE_POST,PROPN,obl:arg,NOUN,obl,11,PROVISIONAL
la,PROSE_POST,PROPN,orphan,NOUN,orphan,1,PROVISIONAL
la,PROSE_POST,PROPN,vocative,NOUN,vocative,6,PROVISIONAL
la,PROSE_POST,PROPN,xcomp,NOUN,xcomp,1,PROVISIONAL
la,PROSE_POST,PUNCT,punct,PUNCT,punct,1440,PROVISIONAL
la,PROSE_POST,SCONJ,case,SCONJ,case,7,PROVISIONAL
la,PROSE_POST,SCONJ,cc,SCONJ,cc,6,PROVISIONAL
la,PROSE_POST,SCONJ,mark,SCONJ,mark,254,PROVISIONAL
la,PROSE_POST,VERB,acl,VERB,acl,35,PROVISIONAL
la,PROSE_POST,VERB,acl:relcl,VERB,acl,84,PROVISIONAL
la,PROSE_POST,VERB,advcl,VERB,advcl,240,PROVISIONAL
la,PROSE_POST,VERB,advcl:abs,VERB,advcl,63,PROVISIONAL
la,PROSE_POST,VERB,advcl:cmp,VERB,advcl,13,PROVISIONAL
la,PROSE_POST,VERB,amod,VERB,amod,69,PROVISIONAL
la,PROSE_POST,VERB,appos,VERB,appos,1,PROVISIONAL
la,PROSE_POST,VERB,ccomp,VERB,ccomp,108,PROVISIONAL
la,PROSE_POST,VERB,conj,VERB,conj,225,PROVISIONAL
la,PROSE_POST,VERB,csubj,VERB,csubj,43,PROVISIONAL
la,PROSE_POST,VERB,csubj:pass,VERB,csubj,1,PROVISIONAL
la,PROSE_POST,VERB,nmod,VERB,nmod,48,PROVISIONAL
la,PROSE_POST,VERB,nsubj,VERB,nsubj,6,PROVISIONAL
la,PROSE_POST,VERB,nsubj:pass,VERB,nsubj,5,PROVISIONAL
la,PROSE_POST,VERB,obl,VERB,obl,8,PROVISIONAL
la,PROSE_POST,VERB,parataxis,VERB,parataxis,7,PROVISIONAL
la,PROSE_POST,VERB,root,VERB,root,649,PROVISIONAL
la,PROSE_POST,VERB,xcomp,VERB,xcomp,122,PROVISIONAL
