variant,level,unit,raw,sentences,kept,eligible,retention,eligible_fraction,empty,without_target,length_counts
upos_only,block,THUCYDIDES,10396,532,9346,7227,0.8989996152366295,0.7732719880162636,0,9,"{""10"": 24, ""104"": 1, ""11"": 30, ""12"": 35, ""13"": 17, ""14"": 27, ""15"": 33, ""16"": 26, ""17"": 28, ""18"": 22, ""19"": 19, ""2"": 3, ""20"": 13, ""21"": 16, ""22"": 23, ""23"": 13, ""24"": 9, ""25"": 8, ""26"": 6, ""27"": 13, ""28"": 6, ""29"": 7, ""3"": 3, ""30"": 8, ""31"": 5, ""32"": 2, ""33"": 6, ""34"": 4, ""35"": 3, ""36"": 4, ""37"": 4, ""38"": 3, ""39"": 1, ""4"": 3, ""40"": 3, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 2, ""47"": 3, ""5"": 21, ""50"": 1, ""51"": 1, ""55"": 1, ""57"": 1, ""6"": 13, ""69"": 1, ""7"": 14, ""8"": 24, ""9"": 18}"
ud23,regime,HEX,92689,6907,80370,53009,0.8670931825782995,0.6595620256314545,0,411,"{""1"": 15, ""10"": 341, ""11"": 359, ""118"": 1, ""12"": 368, ""13"": 395, ""14"": 367, ""15"": 316, ""152"": 1, ""16"": 213, ""17"": 174, ""18"": 140, ""19"": 135, ""2"": 57, ""20"": 112, ""21"": 116, ""22"": 104, ""23"": 81, ""24"": 50, ""25"": 44, ""26"": 45, ""27"": 31, ""28"": 33, ""29"": 44, ""3"": 108, ""30"": 22, ""31"": 22, ""32"": 13, ""33"": 13, ""34"": 9, ""35"": 13, ""36"": 11, ""37"": 8, ""38"": 6, ""39"": 4, ""4"": 231, ""40"": 3, ""41"": 5, ""42"": 1, ""43"": 2, ""45"": 1, ""46"": 1, ""48"": 2, ""49"": 2, ""5"": 433, ""50"": 1, ""57"": 1, ""58"": 1, ""6"": 647, ""62"": 1, ""7"": 745, ""8"": 632, ""9"": 427}"
ud23,regime,OTHER_VERSE,27215,2526,22275,12769,0.8184824545287526,0.5732435465768799,0,533,"{""1"": 60, ""10"": 122, ""11"": 115, ""12"": 120, ""13"": 118, ""14"": 74, ""15"": 59, ""16"": 34, ""17"": 47, ""18"": 29, ""19"": 22, ""2"": 131, ""20"": 15, ""21"": 17, ""22"": 20, ""23"": 15, ""24"": 13, ""25"": 15, ""26"": 8, ""27"": 5, ""28"": 7, ""29"": 1, ""3"": 156, ""30"": 7, ""31"": 1, ""32"": 4, ""33"": 2, ""34"": 1, ""35"": 2, ""37"": 1, ""38"": 1, ""39"": 1, ""4"": 186, ""41"": 1, ""42"": 2, ""44"": 1, ""46"": 1, ""5"": 244, ""6"": 288, ""7"": 240, ""8"": 175, ""9"": 165}"
ud23,regime,PROSE_CLASS,29971,1624,26647,20173,0.8890927896967068,0.7570458212932037,0,41,"{""10"": 78, ""104"": 1, ""11"": 82, ""12"": 92, ""13"": 67, ""14"": 86, ""15"": 85, ""16"": 76, ""17"": 67, ""18"": 60, ""19"": 50, ""2"": 4, ""20"": 51, ""21"": 52, ""22"": 53, ""23"": 45, ""24"": 34, ""25"": 33, ""26"": 27, ""27"": 30, ""28"": 19, ""29"": 25, ""3"": 14, ""30"": 15, ""31"": 13, ""32"": 6, ""33"": 14, ""34"": 10, ""35"": 10, ""36"": 9, ""37"": 8, ""38"": 7, ""39"": 5, ""4"": 23, ""40"": 6, ""41"": 2, ""42"": 4, ""43"": 2, ""44"": 1, ""45"": 1, ""46"": 3, ""47"": 3, ""48"": 1, ""49"": 1, ""5"": 58, ""50"": 1, ""51"": 1, ""53"": 2, ""55"": 1, ""57"": 1, ""6"": 64, ""69"": 1, ""7"": 64, ""8"": 76, ""9"": 80}"
ud23,regime,PROSE_POST,53114,2862,47283,35926,0.8902172685167752,0.7598079648076476,0,117,"{""1"": 7, ""10"": 120, ""11"": 148, ""12"": 139, ""13"": 142, ""14"": 130, ""15"": 131, ""16"": 145, ""17"": 126, ""18"": 86, ""19"": 93, ""2"": 17, ""20"": 90, ""21"": 91, ""22"": 93, ""23"": 62, ""24"": 60, ""25"": 61, ""26"": 56, ""27"": 44, ""28"": 31, ""29"": 33, ""3"": 36, ""30"": 34, ""31"": 36, ""32"": 28, ""33"": 21, ""34"": 15, ""35"": 18, ""36"": 13, ""37"": 16, ""38"": 14, ""39"": 12, ""4"": 57, ""40"": 5, ""41"": 3, ""42"": 7, ""43"": 10, ""44"": 9, ""45"": 3, ""46"": 5, ""47"": 9, ""48"": 1, ""49"": 5, ""5"": 91, ""50"": 3, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 2, ""57"": 1, ""6"": 106, ""61"": 1, ""7"": 116, ""70"": 1, ""8"": 136, ""85"": 1, ""9"": 139}"
ud23_oth,regime,HEX,92689,6907,80855,53460,0.8723257344452956,0.661183600272092,0,382,"{""1"": 11, ""10"": 348, ""11"": 350, ""118"": 1, ""12"": 365, ""13"": 390, ""14"": 376, ""15"": 314, ""152"": 1, ""16"": 221, ""17"": 179, ""18"": 143, ""19"": 129, ""2"": 47, ""20"": 114, ""21"": 120, ""22"": 107, ""23"": 76, ""24"": 56, ""25"": 43, ""26"": 46, ""27"": 33, ""28"": 28, ""29"": 48, ""3"": 106, ""30"": 23, ""31"": 21, ""32"": 13, ""33"": 14, ""34"": 8, ""35"": 12, ""36"": 13, ""37"": 9, ""38"": 4, ""39"": 6, ""4"": 218, ""40"": 3, ""41"": 4, ""42"": 1, ""43"": 3, ""45"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""5"": 421, ""50"": 3, ""57"": 1, ""58"": 1, ""6"": 647, ""62"": 1, ""7"": 752, ""8"": 628, ""9"": 445}"
ud23_oth,regime,OTHER_VERSE,27215,2526,22623,13062,0.8312695204850267,0.5773770057021615,0,501,"{""1"": 55, ""10"": 124, ""11"": 122, ""12"": 120, ""13"": 122, ""14"": 78, ""15"": 61, ""16"": 35, ""17"": 48, ""18"": 30, ""19"": 24, ""2"": 106, ""20"": 17, ""21"": 13, ""22"": 18, ""23"": 19, ""24"": 12, ""25"": 16, ""26"": 10, ""27"": 6, ""28"": 4, ""29"": 4, ""3"": 166, ""30"": 7, ""31"": 1, ""32"": 3, ""33"": 2, ""34"": 2, ""35"": 2, ""37"": 1, ""38"": 1, ""4"": 174, ""41"": 2, ""42"": 2, ""44"": 1, ""46"": 1, ""5"": 245, ""6"": 288, ""7"": 252, ""8"": 186, ""9"": 146}"
ud23_oth,regime,PROSE_CLASS,29971,1624,26702,20228,0.8909278969670682,0.7575462512171373,0,41,"{""10"": 76, ""104"": 1, ""11"": 82, ""12"": 89, ""13"": 71, ""14"": 84, ""15"": 86, ""16"": 72, ""17"": 71, ""18"": 61, ""19"": 51, ""2"": 4, ""20"": 51, ""21"": 51, ""22"": 48, ""23"": 47, ""24"": 36, ""25"": 35, ""26"": 25, ""27"": 29, ""28"": 20, ""29"": 24, ""3"": 14, ""30"": 18, ""31"": 13, ""32"": 6, ""33"": 14, ""34"": 9, ""35"": 11, ""36"": 9, ""37"": 8, ""38"": 7, ""39"": 5, ""4"": 23, ""40"": 6, ""41"": 2, ""42"": 4, ""43"": 2, ""44"": 1, ""45"": 1, ""46"": 3, ""47"": 3, ""48"": 1, ""49"": 1, ""5"": 56, ""50"": 1, ""51"": 1, ""53"": 2, ""55"": 1, ""57"": 1, ""6"": 63, ""69"": 1, ""7"": 65, ""8"": 78, ""9"": 80}"
ud23_oth,regime,PROSE_POST,53114,2862,47390,36028,0.8922318032910344,0.7602447773791939,0,113,"{""1"": 6, ""10"": 116, ""11"": 150, ""12"": 143, ""13"": 141, ""14"": 129, ""15"": 129, ""16"": 148, ""17"": 127, ""18"": 88, ""19"": 92, ""2"": 18, ""20"": 90, ""21"": 89, ""22"": 94, ""23"": 65, ""24"": 57, ""25"": 62, ""26"": 58, ""27"": 44, ""28"": 29, ""29"": 33, ""3"": 32, ""30"": 34, ""31"": 38, ""32"": 27, ""33"": 20, ""34"": 16, ""35"": 19, ""36"": 13, ""37"": 16, ""38"": 13, ""39"": 13, ""4"": 57, ""40"": 5, ""41"": 3, ""42"": 7, ""43"": 10, ""44"": 9, ""45"": 3, ""46"": 5, ""47"": 9, ""48"": 1, ""49"": 5, ""5"": 89, ""50"": 3, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 2, ""6"": 111, ""61"": 1, ""7"": 108, ""70"": 1, ""8"": 139, ""85"": 1, ""9"": 140}"
upos_only,regime,HEX,92689,6907,80370,53009,0.8670931825782995,0.6595620256314545,0,411,"{""1"": 15, ""10"": 341, ""11"": 359, ""118"": 1, ""12"": 368, ""13"": 395, ""14"": 367, ""15"": 316, ""152"": 1, ""16"": 213, ""17"": 174, ""18"": 140, ""19"": 135, ""2"": 57, ""20"": 112, ""21"": 116, ""22"": 104, ""23"": 81, ""24"": 50, ""25"": 44, ""26"": 45, ""27"": 31, ""28"": 33, ""29"": 44, ""3"": 108, ""30"": 22, ""31"": 22, ""32"": 13, ""33"": 13, ""34"": 9, ""35"": 13, ""36"": 11, ""37"": 8, ""38"": 6, ""39"": 4, ""4"": 231, ""40"": 3, ""41"": 5, ""42"": 1, ""43"": 2, ""45"": 1, ""46"": 1, ""48"": 2, ""49"": 2, ""5"": 433, ""50"": 1, ""57"": 1, ""58"": 1, ""6"": 647, ""62"": 1, ""7"": 745, ""8"": 632, ""9"": 427}"
upos_only,regime,OTHER_VERSE,27215,2526,22275,12769,0.8184824545287526,0.5732435465768799,0,533,"{""1"": 60, ""10"": 122, ""11"": 115, ""12"": 120, ""13"": 118, ""14"": 74, ""15"": 59, ""16"": 34, ""17"": 47, ""18"": 29, ""19"": 22, ""2"": 131, ""20"": 15, ""21"": 17, ""22"": 20, ""23"": 15, ""24"": 13, ""25"": 15, ""26"": 8, ""27"": 5, ""28"": 7, ""29"": 1, ""3"": 156, ""30"": 7, ""31"": 1, ""32"": 4, ""33"": 2, ""34"": 1, ""35"": 2, ""37"": 1, ""38"": 1, ""39"": 1, ""4"": 186, ""41"": 1, ""42"": 2, ""44"": 1, ""46"": 1, ""5"": 244, ""6"": 288, ""7"": 240, ""8"": 175, ""9"": 165}"
upos_only,regime,PROSE_CLASS,29971,1624,26647,20173,0.8890927896967068,0.7570458212932037,0,41,"{""10"": 78, ""104"": 1, ""11"": 82, ""12"": 92, ""13"": 67, ""14"": 86, ""15"": 85, ""16"": 76, ""17"": 67, ""18"": 60, ""19"": 50, ""2"": 4, ""20"": 51, ""21"": 52, ""22"": 53, ""23"": 45, ""24"": 34, ""25"": 33, ""26"": 27, ""27"": 30, ""28"": 19, ""29"": 25, ""3"": 14, ""30"": 15, ""31"": 13, ""32"": 6, ""33"": 14, ""34"": 10, ""35"": 10, ""36"": 9, ""37"": 8, ""38"": 7, ""39"": 5, ""4"": 23, ""40"": 6, ""41"": 2, ""42"": 4, ""43"": 2, ""44"": 1, ""45"": 1, ""46"": 3, ""47"": 3, ""48"": 1, ""49"": 1, ""5"": 58, ""50"": 1, ""51"": 1, ""53"": 2, ""55"": 1, ""57"": 1, ""6"": 64, ""69"": 1, ""7"": 64, ""8"": 76, ""9"": 80}"
upos_only,regime,PROSE_POST,53114,2862,47283,35926,0.8902172685167752,0.7598079648076476,0,117,"{""1"": 7, ""10"": 120, ""11"": 148, ""12"": 139, ""13"": 142, ""14"": 130, ""15"": 131, ""16"": 145, ""17"": 126, ""18"": 86, ""19"": 93, ""2"": 17, ""20"": 90, ""21"": 91, ""22"": 93, ""23"": 62, ""24"": 60, ""25"": 61, ""26"": 56, ""27"": 44, ""28"": 31, ""29"": 33, ""3"": 36, ""30"": 34, ""31"": 36, ""32"": 28, ""33"": 21, ""34"": 15, ""35"": 18, ""36"": 13, ""37"": 16, ""38"": 14, ""39"": 12, ""4"": 57, ""40"": 5, ""41"": 3, ""42"": 7, ""43"": 10, ""44"": 9, ""45"": 3, ""46"": 5, ""47"": 9, ""48"": 1, ""49"": 5, ""5"": 91, ""50"": 3, ""52"": 1, ""53"": 1, ""54"": 1, ""56"": 2, ""57"": 1, ""6"": 106, ""61"": 1, ""7"": 116, ""70"": 1, ""8"": 136, ""85"": 1, ""9"": 139}"
