language,doc_id,upos_raw,deprel_raw,upos,deprel_base,n,status
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,root,ADJ,root,18,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,vocative,ADJ,vocative,16,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,xcomp,ADJ,xcomp,79,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,case,ADP,case,160,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,conj,ADP,conj,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,mark,ADP,mark,2,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,nmod,ADP,nmod,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,obj,ADP,obj,2,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,root,ADP,root,2,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,advmod,ADV,advmod,370,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,case,ADV,case,4,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,cc,ADV,cc,5,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,mark,ADV,mark,3,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,nmod,ADV,nmod,12,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,obj,ADV,obj,24,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,xcomp,ADV,xcomp,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,AUX,aux,AUX,aux,3,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,AUX,cop,AUX,cop,63,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,CCONJ,advmod,CCONJ,advmod,121,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,CCONJ,cc,CCONJ,cc,64,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,CCONJ,mark,CCONJ,mark,9,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,DET,advmod,DET,advmod,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,DET,det,DET,det,216,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,INTJ,discourse,INTJ,discourse,36,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,INTJ,vocative,INTJ,vocative,5,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,acl,NOUN,acl,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,advcl,NOUN,advcl,4,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,appos,NOUN,appos,3,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,case,NOUN,case,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,conj,NOUN,conj,42,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,iobj,NOUN,iobj,4,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,nmod,NOUN,nmod,133,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,nsubj,NOUN,nsubj,122,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,obj,NOUN,obj,198,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,obl,NOUN,obl,134,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,root,NOUN,root,7,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,vocative,NOUN,vocative,56,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,xcomp,NOUN,xcomp,38,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NUM,nummod,NUM,nummod,3,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,NUM,root,NUM,root,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PART,advmod,PART,advmod,433,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PART,cc,PART,cc,79,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,conj,PRON,conj,9,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,iobj,PRON,iobj,22,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,nmod,PRON,nmod,108,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,nsubj,PRON,nsubj,121,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,obj,PRON,obj,204,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,obl,PRON,obl,94,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,root,PRON,root,6,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,vocative,PRON,vocative,5,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,xcomp,PRON,xcomp,3,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,PUNCT,punct,PUNCT,punct,908,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,SCONJ,case,SCONJ,case,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,SCONJ,mark,SCONJ,mark,76,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,acl,VERB,acl,52,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,advcl,VERB,advcl,200,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,appos,VERB,appos,10,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,ccomp,VERB,ccomp,48,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,conj,VERB,conj,73,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,csubj,VERB,csubj,20,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,nmod,VERB,nmod,33,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,nsubj,VERB,nsubj,6,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,obl,VERB,obl,2,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,parataxis,VERB,parataxis,12,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,root,VERB,root,486,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,xcomp,VERB,xcomp,109,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,X,conj,X,conj,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,X,obj,X,obj,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,X,vocative,X,vocative,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,advcl,ADJ,advcl,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,advmod,ADJ,advmod,42,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,amod,ADJ,amod,38,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,appos,ADJ,appos,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,conj,ADJ,conj,15,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,iobj,ADJ,iobj,3,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,nmod,ADJ,nmod,219,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,nsubj,ADJ,nsubj,38,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,obj,ADJ,obj,107,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,obl,ADJ,obl,25,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,parataxis,ADJ,parataxis,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,root,ADJ,root,18,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,vocative,ADJ,vocative,22,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,xcomp,ADJ,xcomp,63,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,advcl,ADP,advcl,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,case,ADP,case,145,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,mark,ADP,mark,2,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,nmod,ADP,nmod,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,nsubj,ADP,nsubj,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,obj,ADP,obj,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,root,ADP,root,5,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,advmod,ADV,advmod,349,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,case,ADV,case,3,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,cc,ADV,cc,5,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,conj,ADV,conj,2,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,mark,ADV,mark,9,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,nmod,ADV,nmod,13,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,nsubj,ADV,nsubj,2,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,obj,ADV,obj,22,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,root,ADV,root,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,vocative,ADV,vocative,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,AUX,cop,AUX,cop,45,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,CCONJ,advmod,CCONJ,advmod,119,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,CCONJ,cc,CCONJ,cc,53,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,CCONJ,mark,CCONJ,mark,5,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,DET,advmod,DET,advmod,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,DET,det,DET,det,165,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,INTJ,discourse,INTJ,discourse,45,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,INTJ,vocative,INTJ,vocative,6,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,advcl,NOUN,advcl,4,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,appos,NOUN,appos,5,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,case,NOUN,case,2,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,conj,NOUN,conj,21,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,iobj,NOUN,iobj,15,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,nmod,NOUN,nmod,102,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,nsubj,NOUN,nsubj,104,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,obj,NOUN,obj,202,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,obl,NOUN,obl,146,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,root,NOUN,root,6,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,vocative,NOUN,vocative,46,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,xcomp,NOUN,xcomp,19,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NUM,obj,NUM,obj,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,NUM,obl,NUM,obl,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PART,advmod,PART,advmod,409,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PART,cc,PART,cc,71,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PART,obj,PART,obj,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PART,vocative,PART,vocative,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,acl,PRON,acl,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,appos,PRON,appos,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,conj,PRON,conj,5,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,iobj,PRON,iobj,33,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,nmod,PRON,nmod,77,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,nsubj,PRON,nsubj,99,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,obj,PRON,obj,169,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,obl,PRON,obl,66,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,root,PRON,root,4,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,vocative,PRON,vocative,4,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,xcomp,PRON,xcomp,3,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,PUNCT,punct,PUNCT,punct,854,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,SCONJ,case,SCONJ,case,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,SCONJ,mark,SCONJ,mark,102,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,acl,VERB,acl,43,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,advcl,VERB,advcl,231,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,appos,VERB,appos,6,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,ccomp,VERB,ccomp,42,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,conj,VERB,conj,63,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,csubj,VERB,csubj,23,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,nmod,VERB,nmod,33,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,nsubj,VERB,nsubj,7,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,parataxis,VERB,parataxis,9,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,root,VERB,root,494,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,vocative,VERB,vocative,1,PROVISIONAL
grc,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,xcomp,VERB,xcomp,117,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,advcl,ADJ,advcl,62,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,advmod,ADJ,advmod,682,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,amod,ADJ,amod,416,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,appos,ADJ,appos,5,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,conj,ADJ,conj,181,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,iobj,ADJ,iobj,52,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,nmod,ADJ,nmod,5652,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,nsubj,ADJ,nsubj,385,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,obj,ADJ,obj,568,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,obl,ADJ,obl,257,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,root,ADJ,root,115,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,vocative,ADJ,vocative,78,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,xcomp,ADJ,xcomp,883,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADP,case,ADP,case,3846,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADP,mark,ADP,mark,2,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADP,obj,ADP,obj,2,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,acl,ADV,acl,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,advcl,ADV,advcl,2,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,advmod,ADV,advmod,5905,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,case,ADV,case,21,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,cc,ADV,cc,18,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,conj,ADV,conj,23,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,mark,ADV,mark,12,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,nmod,ADV,nmod,21,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,obj,ADV,obj,270,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,obl,ADV,obl,6,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,root,ADV,root,6,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,xcomp,ADV,xcomp,4,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,AUX,cop,AUX,cop,500,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,CCONJ,advmod,CCONJ,advmod,322,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,CCONJ,cc,CCONJ,cc,1427,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,CCONJ,mark,CCONJ,mark,248,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,DET,advmod,DET,advmod,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,DET,det,DET,det,327,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,INTJ,discourse,INTJ,discourse,102,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,INTJ,vocative,INTJ,vocative,11,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,acl,NOUN,acl,20,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,advcl,NOUN,advcl,23,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,appos,NOUN,appos,34,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,case,NOUN,case,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,conj,NOUN,conj,1069,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,iobj,NOUN,iobj,324,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,nmod,NOUN,nmod,2547,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,nsubj,NOUN,nsubj,3625,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,obj,NOUN,obj,5127,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,obl,NOUN,obl,3766,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,root,NOUN,root,47,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,vocative,NOUN,vocative,355,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,xcomp,NOUN,xcomp,116,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,advcl,NUM,advcl,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,conj,NUM,conj,3,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,nsubj,NUM,nsubj,2,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,nummod,NUM,nummod,97,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,obj,NUM,obj,2,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,obl,NUM,obl,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,root,NUM,root,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,xcomp,NUM,xcomp,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PART,advmod,PART,advmod,6024,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PART,case,PART,case,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PART,cc,PART,cc,3849,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PART,mark,PART,mark,9,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PART,obj,PART,obj,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,acl,PRON,acl,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,advcl,PRON,advcl,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,appos,PRON,appos,5,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,conj,PRON,conj,20,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,iobj,PRON,iobj,295,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,nmod,PRON,nmod,471,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,nsubj,PRON,nsubj,1838,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,obj,PRON,obj,1770,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,obl,PRON,obl,740,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,root,PRON,root,8,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,vocative,PRON,vocative,4,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,xcomp,PRON,xcomp,3,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,PUNCT,punct,PUNCT,punct,9991,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,SCONJ,cc,SCONJ,cc,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,SCONJ,mark,SCONJ,mark,695,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,acl,VERB,acl,617,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,advcl,VERB,advcl,3615,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,appos,VERB,appos,18,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,ccomp,VERB,ccomp,303,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,conj,VERB,conj,2797,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,csubj,VERB,csubj,59,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,nmod,VERB,nmod,294,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,nsubj,VERB,nsubj,1,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,obl,VERB,obl,2,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,parataxis,VERB,parataxis,18,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,root,VERB,root,5823,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,vocative,VERB,vocative,6,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,xcomp,VERB,xcomp,1019,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,X,nmod,X,nmod,6,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,X,nsubj,X,nsubj,3,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,X,obj,X,obj,3,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,X,root,X,root,3,PROVISIONAL
grc,tlg0012.tlg001.perseus-grc1.tb.xml,X,vocative,X,vocative,1,PROVISIONAL
grc,tlg0013.tlg002.perseus-grc1.tb.xml,ADJ,advmod,ADJ,advmod,13,PROVISIONAL
grc,tlg0013.tlg002.perseus-grc1.tb.xml,ADJ,amod,ADJ,amod,17,PROVISIONAL
grc,tlg0013.tlg002.perseus-grc1.tb.xml,ADJ,appos,ADJ,appos,1,PROVISIONAL
grc,tlg0013.tlg002.perseus-grc1.tb.xml,ADJ,conj,ADJ,conj,11,PROVISIONAL
grc,tlg0013.tlg002.perseus-grc1.tb.xml,ADJ,iobj,ADJ,iobj,1,PROVISIONAL
grc,tlg0013.tlg002.perseus-grc1.tb.xml,ADJ,nmod,ADJ,nmod,205,PROVISIONAL
grc,tlg0013.tlg002.perseus-grc1.tb.xml,ADJ,nsubj,ADJ,nsubj,9,PROVISIONAL
grc,tlg0013.tlg002.perseus-grc1.tb.xml,ADJ,obj,ADJ,obj,13,PROVISIONAL
